services,date,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method,timestamp,year,month,hour,day_of_week,is_weekend,peak_hour,time_slot,completed,source_cancel_rate,demand_zone,demand_intensity,service_cancel_rate,avg_speed_kmh,fare_per_km,distance_category,duration_category,fare_category
parcel,2024-06-24,completed,doddakannelli passage,benson town pass,8,RD5272328940181497,1.12,38.27,17.08,55.35,paytm,2024-06-24 19:34:12,2024,6,19,0,0,1,evening_rush,1,0.0,low_demand,0.99,0.1053,8.4,49.42,short,quick,budget
auto,2024-07-22,completed,nandini layout cutting,shivaji nagar vista,25,RD4750639490272148,8.26,233.73,2.45,236.18,qr scan,2024-07-22 01:56:49,2024,7,1,0,0,0,late_night,1,0.0,high_demand,1.01,0.1028,19.82,28.59,medium,moderate,premium
cab_economy,2024-08-04,cancelled,horamavu banaswadi landing,hrbr layout district,6,RD7612001509699184,2.76,0.0,0.0,0.0,not_applicable,2024-08-04 15:43:37,2024,8,15,6,1,0,afternoon,0,0.1429,high_demand,1.0,0.1074,27.6,0.0,short,quick,cancelled
bike,2024-06-23,completed,doddaballapur yard,banashankari fork,18,RD0796540335387541,4.94,78.56,0.62,79.18,qr scan,2024-06-23 00:55:07,2024,6,0,6,1,0,late_night,1,0.0,low_demand,0.98,0.1036,16.47,16.03,short,moderate,standard
bike,2024-07-30,completed,billekahalli square,kalyan nagar vista,32,RD1919335587629754,3.97,119.82,0.56,120.38,amazon pay,2024-07-30 19:45:41,2024,7,19,1,0,1,evening_rush,1,0.0909,high_demand,0.99,0.1036,7.44,30.32,short,long,standard
bike,2024-07-15,cancelled,koramangala,kodigehalli quadrant,26,RD5177777252574910,5.01,0.0,0.0,0.0,not_applicable,2024-07-15 08:37:09,2024,7,8,0,0,1,morning_rush,0,0.1017,high_demand,1.0,0.1036,11.56,0.0,medium,moderate,cancelled
cab_economy,2024-07-20,completed,yelahanka new town heights,horamavu banaswadi quarry,22,RD5357555838503506,7.84,217.78,13.43,231.21,qr scan,2024-07-20 06:37:25,2024,7,6,5,1,0,morning_rush,1,0.0,high_demand,1.0,0.1074,21.38,29.49,medium,moderate,premium
auto,2024-06-22,completed,kalyan nagar 5th stage,bhuvaneshwari nagar quarry,14,RD2490247785208684,4.83,103.42,10.92,114.34,qr scan,2024-06-22 20:49:53,2024,6,20,5,1,0,night,1,0.0909,high_demand,1.0,0.1028,20.7,23.67,short,quick,standard
cab_economy,2024-06-30,completed,bhuvaneshwari nagar view,doddanekundi vista,19,RD9398750811321315,10.49,242.07,17.55,259.62,qr scan,2024-06-30 22:56:12,2024,6,22,6,1,0,night,1,0.0,high_demand,1.01,0.1074,33.13,24.75,medium,moderate,premium
cab_economy,2024-08-11,completed,vidya vihar nagar,babusapalya summit,11,RD0834360073444636,3.97,163.85,3.31,167.16,gpay,2024-08-11 02:51:28,2024,8,2,6,1,0,late_night,1,0.25,medium_demand,0.96,0.1074,21.65,42.11,short,quick,premium
bike,2024-07-17,completed,koramangala,hebbal kempapura quarters,58,RD9504605754747968,25.0,179.49,1.78,181.27,gpay,2024-07-17 20:18:39,2024,7,20,2,0,0,night,1,0.1017,high_demand,1.0,0.1036,25.86,7.25,long,long,premium
auto,2024-08-07,completed,koramangala 6th block lane,basavanagudi quadrant,20,RD9963879883475242,1.89,77.48,7.35,84.83,gpay,2024-08-07 13:50:19,2024,8,13,2,0,0,afternoon,1,0.0,low_demand,1.02,0.1028,5.67,44.88,short,moderate,standard
bike_lite,2024-06-17,completed,indiranagar mews,shivaji nagar township,11,RD6303264503773038,5.8,41.91,12.18,54.09,gpay,2024-06-17 12:15:15,2024,6,12,0,0,0,late_morning,1,0.25,medium_demand,1.0,0.0995,31.64,9.33,medium,quick,budget
bike,2024-07-15,completed,benniganahalli 5th stage,nelamangala alley,22,RD3800970934404446,5.34,75.13,4.48,79.61,qr scan,2024-07-15 19:44:09,2024,7,19,0,0,1,evening_rush,1,0.125,high_demand,0.99,0.1036,14.56,14.91,medium,moderate,standard
parcel,2024-07-18,completed,harohalli loop,vv puram lane,43,RD9910301434395976,13.34,164.45,2.28,166.73,paytm,2024-07-18 02:15:15,2024,7,2,3,0,0,late_night,1,0.3333,high_demand,0.96,0.1053,18.61,12.5,medium,long,premium
cab_economy,2024-07-31,completed,lingarajapuram circle,dooravani nagar colony,12,RD0271416350962781,3.74,193.48,26.0,219.48,amazon pay,2024-07-31 01:30:20,2024,7,1,2,0,0,late_night,1,0.0,high_demand,1.01,0.1074,18.7,58.68,short,quick,premium
auto,2024-08-08,completed,iti layout estate,adugodi hills,8,RD6015580958508751,1.6,66.34,14.97,81.31,paytm,2024-08-08 05:21:39,2024,8,5,3,0,0,late_night,1,0.0,high_demand,1.01,0.1028,12.0,50.82,short,quick,standard
cab_economy,2024-06-27,completed,hosur road extension,banashankari place,44,RD9690090955435731,6.06,357.63,5.05,362.68,paytm,2024-06-27 19:44:50,2024,6,19,3,0,1,evening_rush,1,0.0,high_demand,0.99,0.1074,8.26,59.85,medium,long,premium
auto,2024-08-14,completed,hosur drive,basavanagudi 2nd stage,20,RD9111754363515975,5.64,110.71,7.36,118.07,gpay,2024-08-14 20:22:06,2024,8,20,2,0,0,night,1,0.0,low_demand,1.0,0.1028,16.92,20.93,medium,moderate,standard
parcel,2024-08-13,completed,mahadevapura arc,hoodi square,108,RD4071548975486167,33.78,341.2,1.91,343.11,gpay,2024-08-13 22:45:40,2024,8,22,1,0,0,night,1,0.0,low_demand,1.01,0.1053,18.77,10.16,long,long,premium
auto,2024-07-27,completed,horamavu banaswadi lane,vasanth nagar colony,6,RD9538258661479241,1.62,50.04,3.43,53.47,gpay,2024-07-27 07:28:39,2024,7,7,5,1,0,morning_rush,1,0.0,medium_demand,1.02,0.1028,16.2,33.01,short,quick,budget
bike,2024-06-17,completed,begur alcove,kumaraswamy layout 4th stage,10,RD7358075355880053,3.33,50.78,2.11,52.89,gpay,2024-06-17 19:10:42,2024,6,19,0,0,1,evening_rush,1,0.2727,high_demand,0.99,0.1036,19.98,15.88,short,quick,budget
cab_economy,2024-08-04,completed,devarachikkanahalli garden,naganathapura 5th block,20,RD8596819451216124,5.44,160.78,1.94,162.72,gpay,2024-08-04 11:38:25,2024,8,11,6,1,0,late_morning,1,0.1667,high_demand,1.05,0.1074,16.32,29.91,medium,moderate,premium
bike,2024-08-07,completed,btm 2nd stage heights,btm layout track,10,RD5320161347509835,4.16,48.06,15.97,64.03,amazon pay,2024-08-07 12:56:00,2024,8,12,2,0,0,late_morning,1,0.0,low_demand,1.0,0.1036,24.96,15.39,short,quick,budget
bike_lite,2024-06-22,completed,kengeri bay,kudlu quarry,11,RD9098363505442175,4.56,39.89,4.14,44.03,gpay,2024-06-22 14:30:38,2024,6,14,5,1,0,afternoon,1,0.0,high_demand,0.97,0.0995,24.87,9.66,short,quick,budget
bike,2024-07-05,completed,basaveshwaranagar square,kanakapura summit,16,RD8974442978249628,3.88,71.29,8.11,79.4,paytm,2024-07-05 01:03:22,2024,7,1,4,0,0,late_night,1,0.0,high_demand,1.01,0.1036,14.55,20.46,short,moderate,standard
bike,2024-07-22,completed,rajajinagar colony,hennur road quay,10,RD4926095106570546,4.7,46.45,6.16,52.61,gpay,2024-07-22 11:25:43,2024,7,11,0,0,0,late_morning,1,0.0,high_demand,1.05,0.1036,28.2,11.19,short,quick,budget
parcel,2024-06-23,completed,varthur vista,dr. shivaram karanth nagar district,17,RD9711395631715450,3.77,61.4,5.52,66.92,qr scan,2024-06-23 19:07:54,2024,6,19,6,1,1,evening_rush,1,0.0,medium_demand,0.99,0.1053,13.31,17.75,short,moderate,budget
bike,2024-06-17,completed,yelahanka new town mews,mysore road close,15,RD7642963724722468,2.37,42.79,5.52,48.31,qr scan,2024-06-17 12:53:16,2024,6,12,0,0,0,late_morning,1,0.0,medium_demand,1.0,0.1036,9.48,20.38,short,quick,budget
auto,2024-07-05,completed,dommasandra 6th stage,chikkagubbi enclave,9,RD1856953204473525,5.12,97.13,9.82,106.95,qr scan,2024-07-05 15:12:39,2024,7,15,4,0,0,afternoon,1,0.0,high_demand,1.0,0.1028,34.13,20.89,medium,quick,standard
bike_lite,2024-07-18,completed,doddakannelli pass,avalahalli track,19,RD0283041393448330,5.12,64.78,18.07,82.85,gpay,2024-07-18 23:30:48,2024,7,23,3,0,0,late_night,1,0.0,high_demand,0.96,0.0995,16.17,16.18,medium,moderate,standard
bike_lite,2024-07-01,completed,kothaguda road,avalahalli summit,15,RD1286844688666625,5.29,40.09,2.44,42.53,amazon pay,2024-07-01 16:12:08,2024,7,16,0,0,0,evening_rush,1,0.0,low_demand,0.98,0.0995,21.16,8.04,medium,quick,budget
auto,2024-07-02,completed,basavanagudi 4th stage,kasavanahalli circle,13,RD0546929735643165,4.58,143.97,13.43,157.4,paytm,2024-07-02 02:02:40,2024,7,2,1,0,0,late_night,1,0.0,medium_demand,0.96,0.1028,21.14,34.37,short,quick,premium
cab_economy,2024-08-09,completed,rmv 2nd stage view,agrahara layout area,39,RD9502427859884687,13.25,284.7,12.83,297.53,amazon pay,2024-08-09 06:06:50,2024,8,6,4,0,0,morning_rush,1,0.0,low_demand,1.0,0.1074,20.38,22.46,medium,long,premium
parcel,2024-08-14,completed,mahadevapura trail,nagawara 2nd block,17,RD2776678796670331,5.84,91.42,0.35,91.77,gpay,2024-08-14 04:08:10,2024,8,4,2,0,0,late_night,1,0.0,high_demand,1.0,0.1053,20.61,15.71,medium,moderate,standard
bike,2024-07-30,completed,hebbal kempapura 2nd stage,horamavu agara 5th block,42,RD5652023570380852,7.84,104.39,1.71,106.1,paytm,2024-07-30 17:54:11,2024,7,17,1,0,1,evening_rush,1,0.0,low_demand,1.0,0.1036,11.2,13.53,medium,long,standard
parcel,2024-06-25,completed,bhuvaneshwari nagar alcove,thanisandra 2nd block,7,RD0214115289968492,2.28,40.36,2.46,42.82,qr scan,2024-06-25 14:24:10,2024,6,14,1,0,0,afternoon,1,0.0,high_demand,0.97,0.1053,19.54,18.78,short,quick,budget
bike,2024-08-14,completed,koramangala 4th stage,electronic city track,8,RD7149470999606556,5.52,46.89,9.6,56.49,amazon pay,2024-08-14 15:03:57,2024,8,15,2,0,0,afternoon,1,0.2,medium_demand,1.0,0.1036,41.4,10.23,medium,quick,budget
cab_economy,2024-08-16,completed,chikkagubbi landing,hsr layout 3rd block,18,RD8445118985924074,6.63,250.08,0.23,250.31,qr scan,2024-08-16 01:02:45,2024,8,1,4,0,0,late_night,1,0.0,medium_demand,1.01,0.1074,22.1,37.75,medium,moderate,premium
bike,2024-07-01,completed,begur depot,benson town landing,11,RD6658123344009819,2.58,36.04,3.58,39.62,paytm,2024-07-01 22:55:38,2024,7,22,0,0,0,night,1,0.0,low_demand,1.01,0.1036,14.07,15.36,short,quick,budget
bike,2024-07-29,completed,kaggalipura station,devarachikkanahalli pier,32,RD6101660543775811,9.15,127.12,1.1,128.22,amazon pay,2024-07-29 09:05:34,2024,7,9,0,0,1,morning_rush,1,0.0,low_demand,1.03,0.1036,17.16,14.01,medium,long,standard
bike_lite,2024-08-11,completed,ashok nagar landing,hebbal arc,15,RD6032338046580242,5.51,68.43,9.61,78.04,paytm,2024-08-11 00:57:24,2024,8,0,6,1,0,late_night,1,0.0,high_demand,0.98,0.0995,22.04,14.16,medium,quick,standard
bike,2024-07-18,completed,koramangala,vijayanagar park,5,RD4866353900673837,1.18,25.68,5.52,31.2,amazon pay,2024-07-18 05:47:48,2024,7,5,3,0,0,late_night,1,0.1017,high_demand,1.01,0.1036,14.16,26.44,short,quick,budget
cab_economy,2024-07-06,completed,vijayanagar 4th stage,kodigehalli heights,14,RD2099453024002218,4.89,138.65,0.24,138.89,paytm,2024-07-06 20:42:43,2024,7,20,5,1,0,night,1,0.1667,high_demand,1.0,0.1074,20.96,28.4,short,quick,standard
bike,2024-07-03,cancelled,kadugodi bridge,vijayanagar grove,50,RD1371796698050849,20.22,0.0,0.0,0.0,not_applicable,2024-07-03 00:43:12,2024,7,0,2,0,0,late_night,0,0.4,medium_demand,0.98,0.1036,24.26,0.0,long,long,cancelled
bike,2024-06-20,completed,doddakannelli road,ulsoor mews,41,RD9912581164334198,16.77,177.08,2.03,179.11,gpay,2024-06-20 23:46:55,2024,6,23,3,0,0,late_night,1,0.1111,high_demand,0.96,0.1036,24.54,10.68,long,long,premium
auto,2024-07-12,completed,banashankari 2nd block,byatarayanapura square,14,RD4669689809798966,1.93,104.12,3.53,107.65,gpay,2024-07-12 08:26:58,2024,7,8,4,0,1,morning_rush,1,0.0,medium_demand,1.0,0.1028,8.27,55.78,short,quick,standard
bike_lite,2024-06-25,cancelled,rajarajeshwari nagar area,billekahalli square,6,RD7052742924425040,1.88,0.0,0.0,0.0,not_applicable,2024-06-25 16:32:52,2024,6,16,1,0,0,evening_rush,0,0.3333,low_demand,0.98,0.0995,18.8,0.0,short,quick,cancelled
bike,2024-07-06,completed,yelahanka close,sanjay nagar zone,33,RD0687500949127472,14.99,133.33,12.99,146.32,paytm,2024-07-06 21:48:32,2024,7,21,5,1,0,night,1,0.1,high_demand,1.0,0.1036,27.25,9.76,medium,long,standard
parcel,2024-07-05,completed,hoodi circle,nagwara lane,6,RD8316150108506967,1.45,54.22,1.35,55.57,amazon pay,2024-07-05 09:36:05,2024,7,9,4,0,1,morning_rush,1,0.0,low_demand,1.03,0.1053,14.5,38.32,short,quick,budget
cab_economy,2024-07-14,completed,arekere 6th block,chikkagubbi 5th stage,89,RD2327849067803244,32.28,985.05,0.06,985.11,gpay,2024-07-14 01:31:19,2024,7,1,6,1,0,late_night,1,0.0,low_demand,1.01,0.1074,21.76,30.52,long,long,premium
cab_economy,2024-06-21,cancelled,bikasipura boulevard,vasanth nagar 5th block,33,RD8781898549526328,12.82,0.0,0.0,0.0,not_applicable,2024-06-21 06:10:06,2024,6,6,4,0,0,morning_rush,0,0.2,medium_demand,1.0,0.1074,23.31,0.0,medium,long,cancelled
parcel,2024-06-21,completed,begur 6th stage,chokkanahalli district,18,RD4490487877200297,5.16,65.73,8.23,73.96,amazon pay,2024-06-21 14:46:03,2024,6,14,4,0,0,afternoon,1,0.3333,high_demand,0.97,0.1053,17.2,14.33,medium,moderate,budget
bike,2024-07-28,completed,benniganahalli cove,vv puram bridge,20,RD9751546789258332,3.17,67.2,29.34,96.54,paytm,2024-07-28 17:48:25,2024,7,17,6,1,1,evening_rush,1,0.0,medium_demand,1.0,0.1036,9.51,30.45,short,moderate,standard
bike,2024-08-13,completed,hebbal enclave,kudlu circle,25,RD5986273323667246,5.3,85.56,5.69,91.25,gpay,2024-08-13 00:52:04,2024,8,0,1,0,0,late_night,1,0.0,low_demand,0.98,0.1036,12.72,17.22,medium,moderate,standard
auto,2024-06-26,completed,balagere 2nd block,devarachikkanahalli colony,7,RD7802216937732478,1.5,71.19,1.36,72.55,amazon pay,2024-06-26 05:29:05,2024,6,5,2,0,0,late_night,1,0.0,high_demand,1.01,0.1028,12.86,48.37,short,quick,budget
cab_economy,2024-07-02,completed,thanisandra 2nd stage,kalyan nagar pier,46,RD9191379703902072,11.61,433.2,11.12,444.32,amazon pay,2024-07-02 09:08:43,2024,7,9,1,0,1,morning_rush,1,0.0,medium_demand,1.03,0.1074,15.14,38.27,medium,long,premium
cab_economy,2024-08-06,completed,sadashiva nagar ridge,attibele lane,24,RD4803130930512940,5.04,237.88,1.21,239.09,qr scan,2024-08-06 05:14:22,2024,8,5,1,0,0,late_night,1,0.5,low_demand,1.01,0.1074,12.6,47.44,medium,moderate,premium
bike,2024-07-31,completed,varthur passage,kothaguda area,15,RD9638340955246923,2.9,42.61,5.52,48.13,paytm,2024-07-31 02:28:33,2024,7,2,2,0,0,late_night,1,0.0,low_demand,0.96,0.1036,11.6,16.6,short,quick,budget
cab_economy,2024-08-11,completed,nandini layout quarters,byatarayanapura drive,28,RD4289972868258334,4.74,235.2,3.54,238.74,qr scan,2024-08-11 04:05:54,2024,8,4,6,1,0,late_night,1,0.1667,high_demand,1.0,0.1074,10.16,50.37,short,moderate,premium
cab_economy,2024-06-21,completed,rajajinagar 4th block,rmv 2nd stage 2nd stage,32,RD3624670696666306,7.45,386.46,7.81,394.27,qr scan,2024-06-21 10:05:47,2024,6,10,4,0,1,late_morning,1,0.0,low_demand,1.0,0.1074,13.97,52.92,medium,long,premium
auto,2024-08-15,cancelled,gottigere heights,gottigere estate,18,RD6487714441198777,3.75,0.0,0.0,0.0,not_applicable,2024-08-15 19:38:43,2024,8,19,3,0,1,evening_rush,0,0.1429,high_demand,0.99,0.1028,12.5,0.0,short,moderate,cancelled
bike_lite,2024-08-09,completed,kanakapura pier,ramnagar mews,15,RD4500637558518533,2.19,30.41,10.35,40.76,amazon pay,2024-08-09 06:17:36,2024,8,6,4,0,0,morning_rush,1,0.25,medium_demand,1.0,0.0995,8.76,18.61,short,quick,budget
cab_economy,2024-07-05,completed,dodda banaswadi enclave,amruthahalli court,48,RD3343097306927072,19.84,396.14,3.66,399.8,paytm,2024-07-05 06:51:00,2024,7,6,4,0,0,morning_rush,1,0.0,high_demand,1.0,0.1074,24.8,20.15,long,long,premium
bike_lite,2024-08-15,completed,kothanur side,anekal arcade,16,RD6435850510424666,5.46,41.43,3.28,44.71,qr scan,2024-08-15 12:08:01,2024,8,12,3,0,0,late_morning,1,0.0,high_demand,1.0,0.0995,20.48,8.19,medium,moderate,budget
bike,2024-06-18,completed,kothanur village,subramanyapura cut,21,RD8735222777284415,6.06,100.71,6.74,107.45,gpay,2024-06-18 04:53:54,2024,6,4,1,0,0,late_night,1,0.0,medium_demand,1.0,0.1036,17.31,17.73,medium,moderate,standard
cab_economy,2024-07-13,cancelled,benniganahalli works,avalahalli view,12,RD4756141774993266,4.54,0.0,0.0,0.0,not_applicable,2024-07-13 19:26:28,2024,7,19,5,1,1,evening_rush,0,0.25,medium_demand,0.99,0.1074,22.7,0.0,short,quick,cancelled
auto,2024-07-30,completed,horamavu agara passage,btm 2nd stage 6th block,46,RD1914937485584840,15.7,416.48,3.16,419.64,gpay,2024-07-30 00:55:43,2024,7,0,1,0,0,late_night,1,0.0,medium_demand,0.98,0.1028,20.48,26.73,long,long,premium
bike,2024-08-14,completed,kanakapura garden,kadugodi arc,16,RD7352770397329909,4.54,73.14,8.14,81.28,gpay,2024-08-14 04:10:16,2024,8,4,2,0,0,late_night,1,0.0,low_demand,1.0,0.1036,17.03,17.9,short,moderate,standard
cab_economy,2024-06-18,completed,koramangala,koramangala 4th block sector,9,RD4776502828049553,2.84,156.23,22.2,178.43,paytm,2024-06-18 00:02:36,2024,6,0,1,0,0,late_night,1,0.1017,high_demand,0.98,0.1074,18.93,62.83,short,quick,premium
auto,2024-08-14,completed,adugodi ridge,thanisandra station,18,RD3046424745417079,7.11,167.53,14.26,181.79,amazon pay,2024-08-14 05:02:52,2024,8,5,2,0,0,late_night,1,0.0,low_demand,1.01,0.1028,23.7,25.57,medium,moderate,premium
auto,2024-08-03,completed,koramangala,horamavu cove,6,RD9787917256274105,3.72,96.68,0.85,97.53,gpay,2024-08-03 04:42:01,2024,8,4,5,1,0,late_night,1,0.1017,high_demand,1.0,0.1028,37.2,26.22,short,quick,standard
parcel,2024-07-08,cancelled,yeshwanthpur mews,dooravani nagar works,12,RD1455340305563054,3.74,0.0,0.0,0.0,not_applicable,2024-07-08 17:30:44,2024,7,17,0,0,1,evening_rush,0,0.25,medium_demand,1.0,0.1053,18.7,0.0,short,quick,cancelled
bike,2024-07-24,completed,nagwara station,whitefield harbor,6,RD7160665854089740,3.25,40.5,1.48,41.98,gpay,2024-07-24 22:21:01,2024,7,22,2,0,0,night,1,0.2,medium_demand,1.01,0.1036,32.5,12.92,short,quick,budget
bike,2024-07-17,completed,begur bridge,hrbr layout 1st block,11,RD2483669399043708,3.22,38.71,2.78,41.49,paytm,2024-07-17 11:24:56,2024,7,11,2,0,0,late_morning,1,0.1667,high_demand,1.05,0.1036,17.56,12.89,short,quick,budget
bike_lite,2024-07-19,completed,ganganagar 1st stage,kothaguda ridge,30,RD0055615936096993,3.88,54.63,2.63,57.26,amazon pay,2024-07-19 18:55:37,2024,7,18,4,0,1,evening_rush,1,0.0,medium_demand,1.0,0.0995,7.76,14.76,short,moderate,budget
bike,2024-06-22,completed,hosur road station,vidyaranyapura cross,6,RD5574103944924235,4.75,48.23,5.65,53.88,gpay,2024-06-22 20:59:47,2024,6,20,5,1,0,night,1,0.0,medium_demand,1.0,0.1036,47.5,11.34,short,quick,budget
cab_economy,2024-06-22,completed,electronic city arc,hosur sarjapur road layout 4th block,18,RD6205547748491151,3.36,191.19,6.42,197.61,gpay,2024-06-22 10:47:12,2024,6,10,5,1,1,late_morning,1,0.0,high_demand,1.0,0.1074,11.2,58.81,short,moderate,premium
auto,2024-08-02,completed,banashankari lane,ashok nagar way,18,RD2594359578008353,3.55,161.4,2.12,163.52,paytm,2024-08-02 09:48:25,2024,8,9,4,0,1,morning_rush,1,0.3333,low_demand,1.03,0.1028,11.83,46.06,short,moderate,premium
cab_economy,2024-07-20,completed,nagarbhavi park,dr. shivaram karanth nagar bay,13,RD9469882308130503,2.95,121.96,5.52,127.48,qr scan,2024-07-20 09:07:39,2024,7,9,5,1,1,morning_rush,1,0.0,medium_demand,1.03,0.1074,13.62,43.21,short,quick,standard
cab_economy,2024-06-24,completed,kodigehalli vista,thanisandra arcade,14,RD5428248830446369,5.87,148.17,3.45,151.62,qr scan,2024-06-24 16:39:05,2024,6,16,0,0,0,evening_rush,1,0.25,medium_demand,0.98,0.1074,25.16,25.83,medium,quick,standard
parcel,2024-08-03,completed,kothanur quarters,byatarayanapura village,12,RD1992001923254037,4.2,61.72,5.52,67.24,paytm,2024-08-03 01:51:35,2024,8,1,5,1,0,late_night,1,0.0,high_demand,1.01,0.1053,21.0,16.01,short,quick,budget
auto,2024-07-16,cancelled,koramangala,dodda banaswadi alcove,48,RD9206206585919314,7.5,0.0,0.0,0.0,not_applicable,2024-07-16 09:25:42,2024,7,9,1,0,1,morning_rush,0,0.1017,high_demand,1.03,0.1028,9.38,0.0,medium,long,cancelled
bike,2024-08-12,completed,amruthahalli lane,rt nagar hills,88,RD6639419991250845,25.0,315.56,9.55,325.11,gpay,2024-08-12 09:17:40,2024,8,9,0,0,1,morning_rush,1,0.0,low_demand,1.03,0.1036,17.05,13.0,long,long,premium
bike_lite,2024-06-20,completed,ganganagar terrace,kothanur side,7,RD7572176267108926,2.32,42.27,1.86,44.13,amazon pay,2024-06-20 10:58:14,2024,6,10,3,0,1,late_morning,1,0.0,medium_demand,1.0,0.0995,19.89,19.02,short,quick,budget
bike,2024-08-14,completed,horamavu agara square,nagasandra vista,63,RD5394210064568665,11.18,171.29,8.77,180.06,qr scan,2024-08-14 08:55:17,2024,8,8,2,0,1,morning_rush,1,0.0,medium_demand,1.0,0.1036,10.65,16.11,medium,long,premium
bike,2024-07-04,completed,koramangala 8th block loop,ramnagar extension,19,RD8283155346150927,4.76,83.85,6.37,90.22,gpay,2024-07-04 03:07:10,2024,7,3,3,0,0,late_night,1,0.125,high_demand,0.99,0.1036,15.03,18.95,short,moderate,standard
auto,2024-07-12,completed,hosur 6th block,rmv 2nd stage way,17,RD5337063186224319,6.33,138.64,5.5,144.14,gpay,2024-07-12 12:22:20,2024,7,12,4,0,0,late_morning,1,0.0,medium_demand,1.0,0.1028,22.34,22.77,medium,moderate,standard
auto,2024-06-26,cancelled,agara drive,mahalakshmi layout township,39,RD4064084412496508,9.24,0.0,0.0,0.0,not_applicable,2024-06-26 19:17:06,2024,6,19,2,0,1,evening_rush,0,0.25,medium_demand,0.99,0.1028,14.22,0.0,medium,long,cancelled
bike,2024-06-21,completed,rachenahalli way,hosur sarjapur road layout 6th stage,11,RD0462127666007670,3.95,47.0,5.52,52.52,amazon pay,2024-06-21 21:04:00,2024,6,21,4,0,0,night,1,0.0,medium_demand,1.0,0.1036,21.55,13.3,short,quick,budget
cab_economy,2024-07-22,completed,bhadrappa layout district,kalyan nagar 5th stage,58,RD0177153635087618,18.61,594.15,2.25,596.4,qr scan,2024-07-22 01:33:50,2024,7,1,0,0,0,late_night,1,0.125,high_demand,1.01,0.1074,19.25,32.05,long,long,premium
parcel,2024-08-13,completed,peenya grove,yelahanka heights,8,RD3392948573070305,2.65,65.71,0.34,66.05,amazon pay,2024-08-13 04:55:00,2024,8,4,1,0,0,late_night,1,0.0,high_demand,1.0,0.1053,19.88,24.92,short,quick,budget
bike,2024-08-12,completed,kr puram woods,koramangala 4th block grove,13,RD3741524870007488,6.93,58.81,0.61,59.42,amazon pay,2024-08-12 14:04:03,2024,8,14,0,0,0,afternoon,1,0.0,high_demand,0.97,0.1036,31.98,8.57,medium,quick,budget
bike,2024-06-19,completed,amruthahalli village,banashankari area,15,RD3797034905432887,2.92,41.38,10.04,51.42,qr scan,2024-06-19 15:44:49,2024,6,15,2,0,0,afternoon,1,0.0,low_demand,1.0,0.1036,11.68,17.61,short,quick,budget
bike,2024-06-18,completed,srirampura bridge,ramnagar garden,15,RD3887888729149938,3.82,64.28,6.97,71.25,gpay,2024-06-18 03:36:27,2024,6,3,1,0,0,late_night,1,0.0,medium_demand,0.99,0.1036,15.28,18.65,short,quick,budget
parcel,2024-06-29,completed,hrbr layout extension,thanisandra village,19,RD3143314262067857,7.14,131.21,1.52,132.73,amazon pay,2024-06-29 00:26:49,2024,6,0,5,1,0,late_night,1,0.1111,high_demand,0.98,0.1053,22.55,18.59,medium,moderate,standard
bike,2024-07-23,completed,yelahanka pointe,rajarajeshwari nagar layout,5,RD9701028359017954,1.14,24.44,5.52,29.96,amazon pay,2024-07-23 10:57:41,2024,7,10,1,0,1,late_morning,1,0.1,high_demand,1.0,0.1036,13.68,26.28,short,quick,budget
bike,2024-08-10,cancelled,hrbr layout 2nd stage,banaswadi boulevard,14,RD5941369367698303,4.78,0.0,0.0,0.0,not_applicable,2024-08-10 05:09:04,2024,8,5,5,1,0,late_night,0,0.25,medium_demand,1.01,0.1036,20.49,0.0,short,quick,cancelled
bike,2024-07-12,completed,vasanth nagar works,basaveshwaranagar grove,12,RD3678600563265226,4.86,49.83,0.93,50.76,amazon pay,2024-07-12 07:55:57,2024,7,7,4,0,0,morning_rush,1,0.1667,high_demand,1.02,0.1036,24.3,10.44,short,quick,budget
auto,2024-06-24,completed,kodigehalli terrace,kalyan nagar works,40,RD0831507459220129,18.79,292.27,3.89,296.16,paytm,2024-06-24 14:21:36,2024,6,14,0,0,0,afternoon,1,0.0,low_demand,0.97,0.1028,28.18,15.76,long,long,premium
parcel,2024-08-12,completed,doddanekundi farms,begur quay,19,RD0377240744143455,6.19,123.11,5.17,128.28,amazon pay,2024-08-12 03:17:25,2024,8,3,0,0,0,late_night,1,0.1,high_demand,0.99,0.1053,19.55,20.72,medium,moderate,standard
cab_economy,2024-06-19,cancelled,lingarajapuram district,kr puram run,13,RD2372305484782755,2.8,0.0,0.0,0.0,not_applicable,2024-06-19 20:23:03,2024,6,20,2,0,0,night,0,1.0,low_demand,1.0,0.1074,12.92,0.0,short,quick,cancelled
bike,2024-07-17,completed,mysore road passage,sanjay nagar 4th block,20,RD3589454439376320,3.06,53.57,0.32,53.89,paytm,2024-07-17 15:09:47,2024,7,15,2,0,0,afternoon,1,0.2,medium_demand,1.0,0.1036,9.18,17.61,short,moderate,budget
cab_economy,2024-06-19,completed,arekere crescent,hoodi drive,45,RD9613533743844527,8.54,350.2,3.78,353.98,paytm,2024-06-19 10:02:29,2024,6,10,2,0,1,late_morning,1,0.0,medium_demand,1.0,0.1074,11.39,41.45,medium,long,premium
